abandon	əˈbændən
altimeter	ˈæltɪmiːtə(r)
alumna	əˈlʌmnə
alumnae	əˈlʌmniː
also	ˈɔːlsəʊ
along	əˈlɒŋ
alumnus	əˈlʌmnəs
alumni	əˈlʌmnaɪ
alveolus	ælˈviːələs
alveoli	ælˈviːəlaɪ
amalgam	əˈmælɡəm
alyssum	ˈælɪsəm
amalgamate	əˈmælɡəmeɪt
amalgamation	əˌmælɡəˈmeɪʃn
amah	ˈɑːmə
amaryllis	ˌæməˈrɪlɪs
amateur	ˈæmətə(r)
amateurism	ˈæmətərɪzəm
amatory	ˈæmətəri
amaze	əˈmeɪz
amazon	ˈæməzən
amanuensis	əˌmænjuˈensɪs
amanuenses	əˌmænjuˈensiːz
amaretti	ˌæməˈreti
amass	əˈmæs
amazed	əˈmeɪzd
amazement	əˈmeɪzmənt
ambassador	æmˈbæsədə(r)
ambassadorial	æmˌbæsəˈdɔːriəl
ambassadress	æmˈbæsədres
amber	ˈæmbə(r)
am	ˌeɪ ˈem
amateurish	ˈæmətərɪʃ
amazing	əˈmeɪzɪŋ
amazingly	əˈmeɪzɪŋli
ambidextrous	ˌæmbiˈdekstrəs
always	ˈɔːlweɪz
ambit	ˈæmbɪt
ambivalent	æmˈbɪvələnt
ambivalence	æmˈbɪvələns
ambivalently	æmˈbɪvələntli
ambiguous	æmˈbɪɡjuəs
ambiguously	æmˈbɪɡjuəsli
amble	ˈæmbl
ambergris	ˈæmbəɡriːs
ambitious	æmˈbɪʃəs
ambitiously	æmˈbɪʃəsli
ambrosia	æmˈbrəʊziə
ambition	æmˈbɪʃn
ambush	ˈæmbʊʃ
ambulatory	ˈæmbjələtəri
ambulant	ˈæmbjələnt
ambulance	ˈæmbjələns
amen	ɑːˈmen
amends	əˈmendz
ameliorate	əˈmiːliəreɪt
amelioration	əˌmiːliəˈreɪʃn
amenable	əˈmiːnəbl
amend	əˈmend
americium	ˌæməˈrɪsiəm
amiable	ˈeɪmiəbl
amiability	ˌeɪmiəˈbɪləti
amiably	ˈeɪmiəbli
amethyst	ˈæməθɪst
amendment	əˈmendmənt
amid	əˈmɪd
amicable	ˈæmɪkəbl
amicably	ˈæmɪkəbli
amidships	əˈmɪdʃɪps
amiss	əˈmɪs
ammeter	ˈæmiːtə(r)
ammonia	əˈməʊniə
amity	ˈæməti
amnesia	æmˈniːziə
amnesiac	æmˈniːziæk
ammonium	əˈməʊniəm
ammunition	ˌæmjuˈnɪʃn
amniocentesis	ˌæmniəʊsenˈtiːsɪs
ammo	ˈæməʊ
amoebic	əˈmiːbɪk
ammonite	ˈæmənaɪt
amok	əˈmɒk
amoeba	əˈmiːbə
amoebas	əˈmiːbiː
amoebae	əˈmiːbiː
amortize	əˈmɔːtaɪz
amortization	əˌmɔːtaɪˈzeɪʃn
amorous	ˈæmərəs
amorously	ˈæmərəsli
amount	əˈmaʊnt
amorphous	əˈmɔːfəs
amoral	ˌeɪˈmɒrəl
amorality	ˌeɪməˈræləti
amour	əˈmʊə(r)
ampersand	ˈæmpəsænd
amphetamine	æmˈfetəmiːn
amp	æmp
amperage	ˈæmpərɪdʒ
amphibian	æmˈfɪbiən
amphibious	æmˈfɪbiəs
among	əˈmʌŋ
ampicillin	ˌæmpɪˈsɪlɪn
ample	ˈæmpl
amply	ˈæmpli
amply	ˈæmpli
amplifier	ˈæmplɪfaɪə(r)
amplitude	ˈæmplɪtjuːd
amphora	ˈæmfərə
amphorae	ˈæmfəriː
amphoras	ˈæmfəriː
ampoule	ˈæmpuːl
amputee	ˌæmpjuˈtiː
amused	əˈmjuːzd
amusement	əˈmjuːzmənt
amputate	ˈæmpjuteɪt
amputation	ˌæmpjuˈteɪʃn
amulet	ˈæmjʊlət
amusing	əˈmjuːzɪŋ
amusingly	əˈmjuːzɪŋli
amygdala	əˈmɪɡdələ
amygdalae	əˈmɪɡdəliː
an	ən
amylase	ˈæmɪleɪz
amuse	əˈmjuːz
anachronism	əˈnækrənɪzəm
anachronistic	əˌnækrəˈnɪstɪk
anaesthetic	ˌænəsˈθetɪk
anaemia	əˈniːmiə
anaerobic	ˌæneəˈrəʊbɪk
anaesthesia	ˌænəsˈθiːziə
anaemic	əˈniːmɪk
anal	ˈeɪnl
anally	ˈeɪnəli
analgesia	ˌænəlˈdʒiːziə
anaconda	ˌænəˈkɒndə
anagram	ˈænəɡræm
analgesic	ˌænəlˈdʒiːzɪk
analogue	ˈænəlɒɡ
analysand	əˈnælɪzænd
analphabetic	ˌænælfəˈbetɪk
analyst	ˈænəlɪst
analysis	əˈnæləsɪs
analyses	əˈnæləsiːz
analytical	ˌænəˈlɪtɪkl
analytically	ˌænəˈlɪtɪkli
analogous	əˈnæləɡəs
anapaest	ˈænəpiːst
anapaestic	ˌænəˈpiːstɪk
anapestic	ˌænəˈpiːstɪk
analytic	ˌænəˈlɪtɪk
anaphor	ˈænəfə(r)
anaphylaxis	ˌænəfɪˈlæksɪs
anaphylactic	ˌænəfɪˈlæktɪk
anaphylaxes	ˌænəfɪˈlæksiːz
anarchism	ˈænəkɪzəm
anarchist	ˈænəkɪst
anarchistic	ˌænəˈkɪstɪk
analyse	ˈænəlaɪz
anaphora	əˈnæfərə
anaphoric	ˌænəˈfɒrɪk
anarchy	ˈænəki
anarchic	əˈnɑːkɪk
ancestor	ˈænsestə(r)
ancestral	ænˈsestrəl
anchor	ˈæŋkə(r)
anchorage	ˈæŋkərɪdʒ
anatomist	əˈnætəmɪst
anathema	əˈnæθəmə
anchorite	ˈæŋkəraɪt
anchorman	ˈæŋkəmæn
anchormen	ˈæŋkəmen
anchorwomen	ˈæŋkəmen
ancient	ˈeɪnʃənt
anciently	ˈeɪnʃəntli
anchoress	ˈæŋkəres
ancillary	ænˈsɪləri
and	ənd
androgen	ˈændrədʒən
android	ˈændrɔɪd
anecdote	ˈænɪkdəʊt
andante	ænˈdænteɪ
androgynous	ænˈdrɒdʒənəs
anemone	əˈneməni
anecdotal	ˌænɪkˈdəʊtl
anecdotally	ˌænɪkˈdəʊtəli
aneroid	ˈænərɔɪd
aneurysm	ˈænjərɪzəm
anemometer	ˌænɪˈmɒmɪtə(r)
anesthesiologist	ˌænəsˌθiːziˈɒlədʒɪst
anesthesia	ˌænəsˈθiːʒə
anew	əˈnjuː
angelica	ænˈdʒelɪkə
anger	ˈæŋɡə(r)
angelic	ænˈdʒelɪk
angelically	ænˈdʒelɪkli
angelus	ˈændʒələs
angel	ˈeɪndʒl
angina	ænˈdʒaɪnə
anglicism	ˈæŋɡlɪsɪzəm
anglicize	ˈæŋɡlɪsaɪz
angling	ˈæŋɡlɪŋ
angler	ˈæŋɡlə(r)
angular	ˈæŋɡjələ(r)
angle	ˈæŋɡl
anglophone	ˈæŋɡləʊfəʊn
angora	æŋˈɡɔːrə
angst	æŋst
anguish	ˈæŋɡwɪʃ
anguished	ˈæŋɡwɪʃd
angstrom	ˈæŋstrəm
animal	ˈænɪml
animate	ˈænɪmeɪt
animated	ˈænɪmeɪtɪd
animatedly	ˈænɪmeɪtɪdli
animation	ˌænɪˈmeɪʃn
animato	ˌænɪˈmɑːtəʊ
animator	ˈænɪmeɪtə(r)
anime	ˈænɪmeɪ
animus	ˈænɪməs
anion	ˈænaɪən
aniseed	ˈænəsiːd
animism	ˈænɪmɪzəm
animist	ˈænɪmɪst
animistic	ˌænɪˈmɪstɪk
anise	ˈænɪs
ankle	ˈæŋkl
anklet	ˈæŋklət
ankh	æŋk
ankylosaur	ˈæŋkɪləsɔː(r)
ankylosis	ˌæŋkɪˈləʊsɪs
annals	ˈænlz
annalist	ˈænəlɪst
anneal	əˈniːl
anna	ˈʌnə
annex	əˈneks
annexation	ˌænekˈseɪʃn
annexe	ˈæneks
annihilate	əˈnaɪəleɪt
annihilation	əˌnaɪəˈleɪʃn
announce	əˈnaʊns
announcement	əˈnaʊnsmənt
annual	ˈænjuəl
annoying	əˈnɔɪɪŋ
annoyingly	əˈnɔɪɪŋli
annoyance	əˈnɔɪəns
annualized	ˈænjuəlaɪzd
annular	ˈænjələ(r)
annotate	ˈænəteɪt
annotation	ˌænəˈteɪʃn
annotated	ˈænəteɪtɪd
annually	ˈænjuəli
annoyed	əˈnɔɪd
anode	ˈænəʊd
announcer	əˈnaʊnsə(r)
anodize	ˈænədaɪz
anoint	əˈnɔɪnt
annunciation	əˌnʌnsiˈeɪʃn
annunciator	əˈnʌnsieɪtə(r)
anomie	ˈænəmi
anodyne	ˈænədaɪn
anomalous	əˈnɒmələs
anomalously	əˈnɒmələsli
anorak	ˈænəræk
anon	əˈnɒn
annoy	əˈnɔɪ
anonymity	ˌænəˈnɪməti
another	əˈnʌðə(r)
anonymous	əˈnɒnɪməs
anonymously	əˈnɒnɪməsli
anorexic	ˌænəˈreksɪk
answer	ˈɑːnsə(r)
ant	ænt
answerable	ˈɑːnsərəbl
antacid	æntˈæsɪd
anorexia	ˌænəˈreksiə
antagonism	ænˈtæɡənɪzəm
antagonistic	ænˌtæɡəˈnɪstɪk
antagonistically	ænˌtæɡəˈnɪstɪkli
antagonize	ænˈtæɡənaɪz
ante	ˈænti
antarctic	ænˈtɑːktɪk
antecedent	ˌæntɪˈsiːdnt
antedate	ˌæntiˈdeɪt
antagonist	ænˈtæɡənɪst
antechamber	ˈæntitʃeɪmbə(r)
antebellum	ˌæntiˈbeləm
antediluvian	ˌæntidɪˈluːviən
antenatal	ˌæntiˈneɪtl
antepenultimate	ˌæntipenˈʌltɪmət
anteater	ˈæntiːtə(r)
anterior	ænˈtɪəriə(r)
anthem	ˈænθəm
anther	ˈænθə(r)
anteroom	ˈæntiruːm
anthracite	ˈænθrəsaɪt
anthropocentric	ˌænθrəpəˈsentrɪk
anthropocentrism	ˌænθrəpəˈsentrɪzəm
anthill	ˈænthɪl
anthropoid	ˈænθrəpɔɪd
anthrax	ˈænθræks
anthropologist	ˌænθrəˈpɒlədʒɪst
anthologize	ænˈθɒlədʒaɪz
anthropomorphic	ˌænθrəpəˈmɔːfɪk
anthropomorphism	ˌænθrəpəˈmɔːfɪzəm
anti	ˈænti
anthroposophy	ˌænθrəˈpɒsəfi
anthroposophical	ˌænθrəpəˈsɒfɪkl
anthropology	ˌænθrəˈpɒlədʒi
anthropological	ˌænθrəpəˈlɒdʒɪkl
anthurium	ænˈθjʊəriəm
antibiotic	ˌæntibaɪˈɒtɪk
antibacterial	ˌæntibækˈtɪəriəl
anticipation	ænˌtɪsɪˈpeɪʃn
anticlerical	ˌæntiˈklerɪkl
anticlericalism	ˌæntiˈklerɪklɪzəm
anticipate	ænˈtɪsɪpeɪt
anticipatory	ænˌtɪsɪˈpeɪtəri
anticlimax	ˌæntiˈklaɪmæks
anticlimactic	ˌæntiklaɪˈmæktɪk
anticline	ˈæntiklaɪn
anticlockwise	ˌæntiˈklɒkwaɪz
anticoagulant	ˌæntikəʊˈæɡjələnt
anticonvulsant	ˌæntikənˈvʌlsənt
antics	ˈæntɪks
anticyclone	ˌæntiˈsaɪkləʊn
antidepressant	ˌæntidɪˈpresnt
antidote	ˈæntidəʊt
antifreeze	ˈæntifriːz
antigen	ˈæntɪdʒən
antihistamine	ˌæntiˈhɪstəmiːn
antigravity	ˌæntiˈɡrævɪti
antilogarithm	ˌæntiˈlɒɡərɪðəm
antimatter	ˈæntimætə(r)
antimony	ˈæntɪməni
antiparticle	ˈæntipɑːtɪkl
antioxidant	ˌæntiˈɒksɪdənt
antipasto	ˌæntiˈpæstəʊ
antipasti	ˌæntiˈpæsti
antiperspirant	ˌæntiˈpɜːspərənt
antipodes	ænˈtɪpədiːz
Antipodean	ˌæntɪpəˈdiːən
antiproton	ˈæntiprəʊtɒn
antiquated	ˈæntɪkweɪtɪd
antipyretic	ˌæntipaɪˈretɪk
antique	ænˈtiːk
antiquark	ˈæntikwɑːk
antiquarian	ˌæntɪˈkweəriən
antiseptic	ˌæntiˈseptɪk
antirrhinum	ˌæntɪˈraɪnəm
antisocial	ˌæntiˈsəʊʃl
antiviral	ˌæntiˈvaɪrəl
antithesis	ænˈtɪθəsɪs
antithetical	ˌæntɪˈθetɪkl
antitheses	ænˈtɪθəsiːz
antler	ˈæntlə(r)
antivirus	ˈæntivaɪrəs
antitrust	ˌæntiˈtrʌst
antonym	ˈæntənɪm
anus	ˈeɪnəs
anvil	ˈænvɪl
any	ˈeni
anybody	ˈenibɒdi
anyplace	ˈenipleɪs
anyhow	ˈenihaʊ
anyone	ˈeniwʌn
anywhere	ˈeniweə(r)
antsy	ˈæntsi
anything	ˈeniθɪŋ
apace	əˈpeɪs
apartment	əˈpɑːtmənt
apartheid	əˈpɑːtaɪt
apart	əˈpɑːt
aorta	eɪˈɔːtə
anyway	ˈeniweɪ
apathetic	ˌæpəˈθetɪk
apathetically	ˌæpəˈθetɪkli
apercu	ˌæpeəˈsjuː
aperture	ˈæpətʃə(r)
apathy	ˈæpəθi
aperitif	əˌperəˈtiːf
ape	eɪp
anxious	ˈæŋkʃəs
anxiously	ˈæŋkʃəsli
apatosaurus	əˌpætəˈsɔːrəs
aphasia	əˈfeɪziə
aphid	ˈeɪfɪd
aphorism	ˈæfərɪzəm
aphoristic	ˌæfəˈrɪstɪk
aphrodisiac	ˌæfrəˈdɪziæk
apiculture	ˈeɪpɪkʌltʃə(r)
apicultural	ˌeɪpɪˈkʌltʃərəl
apiculturist	ˌeɪpɪˈkʌltʃərɪst
apiece	əˈpiːs
aplomb	əˈplɒm
apocalypse	əˈpɒkəlɪps
apnoea	æpˈniːə
aplenty	əˈplenti
apocope	əˈpɒkəpi
apocryphal	əˈpɒkrɪfl
apolitical	ˌeɪpəˈlɪtɪkl
apocrypha	əˈpɒkrɪfə
apologetic	əˌpɒləˈdʒetɪk
apologetically	əˌpɒləˈdʒetɪkli
apologia	ˌæpəˈləʊdʒiə
apologist	əˈpɒlədʒɪst
apologize	əˈpɒlədʒaɪz
apoplectic	ˌæpəˈplektɪk
apostate	əˈpɒsteɪt
apostasy	əˈpɒstəsi
apostrophe	əˈpɒstrəfi
apoplexy	ˈæpəpleksi
apostolic	ˌæpəˈstɒlɪk
apostle	əˈpɒsl
apostrophize	əˈpɒstrəfaɪz
apotheosis	əˌpɒθiˈəʊsɪs
apotheoses	əˌpɒθiˈəʊsiːz
appalled	əˈpɔːld
appalling	əˈpɔːlɪŋ
appallingly	əˈpɔːlɪŋli
apparatchik	ˌæpəˈrɑːtʃɪk
apparat	ˌæpəˈrɑːt
appeal	əˈpiːl
apparel	əˈpærəl
apparently	əˈpærəntli
appealing	əˈpiːlɪŋ
appealingly	əˈpiːlɪŋli
appear	əˈpɪə(r)
appearance	əˈpɪərəns
appendage	əˈpendɪdʒ
appease	əˈpiːz
appeasement	əˈpiːzmənt
apparition	ˌæpəˈrɪʃn
appellant	əˈpelənt
appellative	əˈpelətɪv
appendicitis	əˌpendəˈsaɪtɪs
appendix	əˈpendɪks
appendices	əˈpendɪsiːz
appendixes	əˈpendɪsiːz
append	əˈpend
apparent	əˈpærənt
applaud	əˈplɔːd
appertain	ˌæpəˈteɪn
appetizer	ˈæpɪtaɪzə(r)
appellation	ˌæpəˈleɪʃn
applause	əˈplɔːz
appliance	əˈplaɪəns
applejack	ˈæpldʒæk
apple	ˈæpl
applicant	ˈæplɪkənt
appetite	ˈæpɪtaɪt
application	ˌæplɪˈkeɪʃn
applied	əˈplaɪd
applicable	əˈplɪkəbl
applicability	əˌplɪkəˈbɪləti
appoint	əˈpɔɪnt
appointee	əˌpɔɪnˈtiː
appetizing	ˈæpɪtaɪzɪŋ
applicator	ˈæplɪkeɪtə(r)
applique	əˈpliːkeɪ
appliquéd	əˈpliːkeɪd
apposite	ˈæpəzɪt
apposition	ˌæpəˈzɪʃn
appraiser	əˈpreɪzə(r)
apportion	əˈpɔːʃn
apportionment	əˈpɔːʃnmənt
appointment	əˈpɔɪntmənt
appreciative	əˈpriːʃətɪv
appreciatively	əˈpriːʃətɪvli
apprehend	ˌæprɪˈhend
apprehension	ˌæprɪˈhenʃn
apprehensive	ˌæprɪˈhensɪv
apprehensively	ˌæprɪˈhensɪvli
appreciate	əˈpriːʃieɪt
appraisal	əˈpreɪzl
apprentice	əˈprentɪs
approachable	əˈprəʊtʃəbl
appreciable	əˈpriːʃəbl
appreciably	əˈpriːʃəbli
appraise	əˈpreɪz
approbation	ˌæprəˈbeɪʃn
appropriate	əˈprəʊpriət
appropriately	əˈprəʊpriətli
appropriateness	əˈprəʊpriətnəs
appreciation	əˌpriːʃiˈeɪʃn
apprenticeship	əˈprentɪʃɪp
apprise	əˈpraɪz
appropriation	əˌprəʊpriˈeɪʃn
approximate	əˈprɒksɪmət
approach	əˈprəʊtʃ
approximation	əˌprɒksɪˈmeɪʃn
appurtenance	əˈpɜːtɪnəns
approval	əˈpruːvl
approximately	əˈprɒksɪmətli
approve	əˈpruːv
apricot	ˈeɪprɪkɒt
apropos	ˌæprəˈpəʊ
apron	ˈeɪprən
apse	æps
aptitude	ˈæptɪtjuːd
aqua	ˈækwə
aquaculture	ˈækwəkʌltʃə(r)
aquamarine	ˌækwəməˈriːn
approving	əˈpruːvɪŋ
approvingly	əˈpruːvɪŋli
apt	æpt
aptly	ˈæptli
aptness	ˈæptnəs
aquifer	ˈækwɪfə(r)
aquaplane	ˈækwəpleɪn
aqueduct	ˈækwɪdʌkt
aquatint	ˈækwətɪnt
arabesque	ˌærəˈbesk
arabica	əˈræbɪkə
aquarium	əˈkweəriəm
aquariums	əˈkweəriə
aquaria	əˈkweəriə
arabic	ˈærəbɪk
aquaplaning	ˈækwəpleɪnɪŋ
aqueous	ˈeɪkwiəs
aquiline	ˈækwɪlaɪn
aquatic	əˈkwætɪk
arachnid	əˈræknɪd
arbitrary	ˈɑːbɪtrəri
arbitrarily	ˌɑːbɪˈtrerəli
arbitrariness	ˈɑːbɪtrərinəs
arbitration	ˌɑːbɪˈtreɪʃn
arbiter	ˈɑːbɪtə(r)
arbitrage	ˈɑːbɪtrɑːʒ
arbitrageur	ˌɑːbɪtrɑːˈʒɜː(r)
arbitrate	ˈɑːbɪtreɪt
arable	ˈærəbl
arbitrator	ˈɑːbɪtreɪtə(r)
arboreal	ɑːˈbɔːriəl
arborist	ˈɑːbərɪst
arboriculture	ˈɑːbərɪkʌltʃə(r)
arboricultural	ˌɑːbərɪˈkʌltʃərəl
arboriculturist	ˌɑːbərɪˈkʌltʃərɪst
arbour	ˈɑːbə(r)
arbutus	ɑːˈbjuːtəs
arch	ɑːtʃ
arcane	ɑːˈkeɪn
arcadian	ɑːˈkeɪdiən
archaeologist	ˌɑːkiˈɒlədʒɪst
arc	ɑːk
archaeology	ˌɑːkiˈɒlədʒi
archaeological	ˌɑːkiəˈlɒdʒɪkl
arcana	ɑːˈkeɪnə
arcadia	ɑːˈkeɪdiə
arcade	ɑːˈkeɪd
archaism	ˈɑːkeɪɪzəm
archaeopteryx	ˌɑːkiˈɒpterɪks
archaic	ɑːˈkeɪɪk
archangel	ˈɑːkeɪndʒl
archbishopric	ˌɑːtʃˈbɪʃəprɪk
archbishop	ˌɑːtʃˈbɪʃəp
arched	ɑːtʃt
archdiocese	ˌɑːtʃˈdaɪəsɪs
archduke	ˌɑːtʃˈdjuːk
archduchess	ˌɑːtʃˈdʌtʃəs
archer	ˈɑːtʃə(r)
archery	ˈɑːtʃəri
archdeacon	ˌɑːtʃˈdiːkən
archetypal	ˌɑːkiˈtaɪpl
archive	ˈɑːkaɪv
archetype	ˈɑːkitaɪp
architect	ˈɑːkɪtekt
architrave	ˈɑːkɪtreɪv
architectonic	ˌɑːkɪtekˈtɒnɪk
archivist	ˈɑːkɪvɪst
architectural	ˌɑːkɪˈtektʃərəl
architecturally	ˌɑːkɪˈtektʃərəli
archway	ˈɑːtʃweɪ
arctic	ˈɑːktɪk
ardent	ˈɑːdnt
ardently	ˈɑːdntli
arduous	ˈɑːdjuəs
arduously	ˈɑːdjuəsli
are	ə(r)
ardour	ˈɑːdə(r)
arena	əˈriːnə
arete	əˈret
architecture	ˈɑːkɪtektʃə(r)
argentine	ˈɑːdʒəntaɪn
arguably	ˈɑːɡjuəbli
argent	ˈɑːdʒənt
areola	əˈriːələ
areolae	əˈriːəliː
argue	ˈɑːɡjuː
argon	ˈɑːɡɒn
arguable	ˈɑːɡjuəbl
argot	ˈɑːɡəʊ
argument	ˈɑːɡjumənt
argumentation	ˌɑːɡjumənˈteɪʃn
argonauts	ˈɑːɡənɔːts
argyle	ɑːˈɡaɪl
arid	ˈærɪd
aridity	əˈrɪdəti
aria	ˈɑːriə
area	ˈeəriə
aright	əˈraɪt
argumentative	ˌɑːɡjuˈmentətɪv
aristocratic	ˌærɪstəˈkrætɪk
aristocrat	ˈærɪstəkræt
arithmetical	ˌærɪθˈmetɪkl
arithmetically	ˌærɪθˈmetɪkli
arm	ɑːm
arise	əˈraɪz
arose	əˈrəʊz
arisen	əˈrəʊz
armchair	ˈɑːmtʃeə(r)
armada	ɑːˈmɑːdə
armament	ˈɑːməmənt
armhole	ˈɑːmhəʊl
armagnac	ˈɑːmənjæk
armband	ˈɑːmbænd
armature	ˈɑːmətʃə(r)
ark	ɑːk
armful	ˈɑːmfʊl
armistice	ˈɑːmɪstɪs
armlock	ˈɑːmlɒk
armoured	ˈɑːməd
armorial	ɑːˈmɔːriəl
armoire	ɑːmˈwɑː(r)
armpit	ˈɑːmpɪt
armrest	ˈɑːmrest
armlet	ˈɑːmlət
armourer	ˈɑːmərə(r)
arithmetic	əˈrɪθmətɪk
armour	ˈɑːmə(r)
aroma	əˈrəʊmə
around	əˈraʊnd
armed	ɑːmd
arnica	ˈɑːnɪkə
arose	əˈrəʊz
aromatic	ˌærəˈmætɪk
aromatherapy	əˌrəʊməˈθerəpi
aromatherapist	əˌrəʊməˈθerəpɪst
arouse	əˈraʊz
arousal	əˈraʊzl
arranger	əˈreɪndʒə
arraign	əˈreɪn
arraignment	əˈreɪnmənt
arrangement	əˈreɪndʒmənt
array	əˈreɪ
arrant	ˈærənt
arrack	ˈærək
arms	ɑːmz
arrest	əˈrest
arrears	əˈrɪəz
arresting	əˈrestɪŋ
arrive	əˈraɪv
arrival	əˈraɪvl
arrayed	əˈreɪd
arriviste	ˌæriːˈviːst
arrogate	ˈærəɡeɪt
arrogant	ˈærəɡənt
arrogantly	ˈærəɡəntli
arrow	ˈærəʊ
arsenal	ˈɑːsənl
arrowroot	ˈærəʊruːt
arrowhead	ˈærəʊhed
arrogance	ˈærəɡəns
arson	ˈɑːsn
arsenic	ˈɑːsnɪk
arrange	əˈreɪndʒ
art	ɑːt
arsonist	ˈɑːsənɪst
artefact	ˈɑːtɪfækt
arteriole	ɑːˈtɪəriəʊl
arse	ɑːs
artful	ˈɑːtfl
artfully	ˈɑːtfəli
arteriosclerosis	ɑːˌtɪəriəʊskləˈrəʊsɪs
arthritis	ɑːˈθraɪtɪs
article	ˈɑːtɪkl
articled	ˈɑːtɪkld
articulated	ɑːˈtɪkjuleɪtɪd
articulate	ɑːˈtɪkjuleɪt
artichoke	ˈɑːtɪtʃəʊk
arthropod	ˈɑːθrəpɒd
arthritic	ɑːˈθrɪtɪk
articulator	ɑːˈtɪkjuleɪtə(r)
articulatory	ɑːˈtɪkjuleɪtəri
artificial	ˌɑːtɪˈfɪʃl
artificiality	ˌɑːtɪˌfɪʃiˈæləti
artificially	ˌɑːtɪˈfɪʃəli
artillery	ɑːˈtɪləri
articulation	ɑːˌtɪkjuˈleɪʃn
artisan	ˌɑːtɪˈzæn
artifice	ˈɑːtɪfɪs
artistic	ɑːˈtɪstɪk
artistically	ɑːˈtɪstɪkli
artless	ˈɑːtləs
artsy	ˈɑːtsi
artist	ˈɑːtɪst
arugula	æˈruːɡjʊlə
arty	ˈɑːti
artistry	ˈɑːtɪstri
artilleryman	ɑːˈtɪlərimən
artillerymen	ɑːˈtɪlərimən
as	əz
artwork	ˈɑːtwɜːk
asbestos	æsˈbestəs
asbestosis	ˌæsbesˈtəʊsɪs
ascendant	əˈsendənt
ascendancy	əˈsendənsi
ascend	əˈsend
ascension	əˈsenʃn
ascent	əˈsent
ascetic	əˈsetɪk
asceticism	əˈsetɪsɪzəm
ascertain	ˌæsəˈteɪn
ascertainable	ˌæsəˈteɪnəbl
ascertainment	ˌæsəˈteɪnmənt
ascot	ˈæskɒt
ascribe	əˈskraɪb
ascribable	əˈskraɪbəbl
ascription	əˈskrɪpʃn
ash	æʃ
ashen	ˈæʃn
ashamed	əˈʃeɪmd
asexual	ˌeɪˈsekʃuəl
asexually	ˌeɪˈsekʃəli
aseptic	ˌeɪˈseptɪk
ashlar	ˈæʃlə(r)
ashore	əˈʃɔː(r)
ashram	ˈæʃrəm
ask	ɑːsk
asinine	ˈæsɪnaɪn
ashtray	ˈæʃtreɪ
aslant	əˈslɑːnt
aspartame	əˈspɑːteɪm
aspect	ˈæspekt
asp	æsp
askance	əˈskæns
askew	əˈskjuː
aspen	ˈæspən
asparagus	əˈspærəɡəs
aspergillosis	ˌæspədʒɪˈləʊsɪs
asperity	æˈsperəti
asphalt	ˈæsfælt
aspersions	əˈspɜːʃnz
asphyxiate	əsˈfɪksieɪt
asphyxiation	əsˌfɪksiˈeɪʃn
aspirate	ˈæspərət
aspirant	əˈspaɪərənt
aspidistra	ˌæspɪˈdɪstrə
aspirator	ˈæspɪreɪtə(r)
asphyxia	æsˈfɪksiə
aside	əˈsaɪd
aspiration	ˌæspəˈreɪʃn
aspirational	ˌæspəˈreɪʃənl
aspire	əˈspaɪə(r)
aspic	ˈæspɪk
ass	æs
aspiring	əˈspaɪərɪŋ
assassin	əˈsæsɪn
assail	əˈseɪl
assault	əˈsɔːlt
assay	əˈseɪ
assegai	ˈæsəɡaɪ
assassinate	əˈsæsɪneɪt
assassination	əˌsæsɪˈneɪʃn
assemblage	əˈsemblɪdʒ
asleep	əˈsliːp
assailant	əˈseɪlənt
assent	əˈsent
assemble	əˈsembl
assemblyman	əˈsemblimən
assemblymen	əˈsemblimən
assemblywomen	əˈsemblimən
assembler	əˈsemblə(r)
assertion	əˈsɜːʃn
assessor	əˈsesə(r)
assessment	əˈsesmənt
asset	ˈæset
assert	əˈsɜːt
assign	əˈsaɪn
assertive	əˈsɜːtɪv
assertively	əˈsɜːtɪvli
assertiveness	əˈsɜːtɪvnəs
asshole	ˈæshəʊl
assess	əˈses
assessable	əˈsesəbl
assiduous	əˈsɪdjuəs
assiduity	ˌæsɪˈdjuːəti
assiduously	əˈsɪdjuəsli
assignation	ˌæsɪɡˈneɪʃn
assignment	əˈsaɪnmənt
assist	əˈsɪst
assimilation	əˌsɪməˈleɪʃn
associative	əˈsəʊʃiətɪv
assimilate	əˈsɪməleɪt
associated	əˈsəʊʃieɪtɪd
assistant	əˈsɪstənt
associate	əˈsəʊʃieɪt
assistantship	əˈsɪstəntʃɪp
associationism	əˌsəʊsiˈeɪʃnɪzəm
association	əˌsəʊʃiˈeɪʃn
assonance	ˈæsənəns
assizes	əˈsaɪzɪz
assize	əˈsaɪz
assorted	əˈsɔːtɪd
assistance	əˈsɪstəns
assuage	əˈsweɪdʒ
assume	əˈsjuːm
assurance	əˈʃʊərəns
assure	əˈʃʊə(r)
aster	ˈæstə(r)
asterisk	ˈæstərɪsk
assortment	əˈsɔːtmənt
assumption	əˈsʌmpʃn
astatine	ˈæstətiːn
asteroid	ˈæstərɔɪd
asthma	ˈæsmə
asthmatic	æsˈmætɪk
assumed	əˈsjuːmd
assuming	əˈsjuːmɪŋ
astern	əˈstɜːn
astigmatism	əˈstɪɡmətɪzəm
assured	əˈʃʊəd
astonish	əˈstɒnɪʃ
astonishment	əˈstɒnɪʃmənt
astounded	əˈstaʊndɪd
astonished	əˈstɒnɪʃt
astonishing	əˈstɒnɪʃɪŋ
astonishingly	əˈstɒnɪʃɪŋli
