aardvark	ˈɑːdvɑːk
alkenes	ˈælkiːnz
Allah	ˈælə
allegation	ˌæləˈɡeɪʃn
allegations	ˌæləˈɡeɪʃnz
allegiance	əˈliːdʒəns
allegiances	əˈliːdʒənsɪz
allegories	ˈæləɡəriz
allegory	ˈæləɡəri
allegro	əˈleɡrəʊ
allegros	əˈleɡrəʊz
allele	əˈliːl
alleles	əˈliːlz
allergen	ˈælədʒən
allergens	ˈælədʒənz
allergies	ˈælədʒiz
allergy	ˈælədʒi
alleviation	əˌliːviˈeɪʃn
alleviations	əˌliːviˈeɪʃnz
alley	ˈæli
alleys	ˈæliz
alliance	əˈlaɪəns
alliances	əˈlaɪənsɪz
allies	ˈælaɪz
alligator	ˈælɪɡeɪtə
alligators	ˈælɪɡeɪtəz
alliteration	əˌlɪtəˈreɪʃn
alliterations	əˌlɪtəˈreɪʃnz
Allium	ˈæliəm
allocation	ˌæləˈkeɪʃn
allocations	ˌæləˈkeɪʃnz
allomorph	ˈæləmɔːf
allomorphs	ˈæləmɔːfs
allophone	ˈæləfəʊn
allophones	ˈæləfəʊnz
Allosaurus	ˌæləˈsɔːrəs
allotment	əˈlɒtmənt
allotments	əˈlɒtmənts
allotrope	ˈælətrəʊp
allotropes	ˈælətrəʊps
allotropy	əˈlɒtrəpi
allowance	əˈlaʊəns
allowances	əˈlaʊənsɪz
alloy	ˈælɔɪ
alloys	ˈælɔɪz
allspice	ˈɔːlspaɪs
allure	əˈlʊə
allures	əˈlʊəz
allusion	əˈluːʒn
allusions	əˈluːʒnz
alluvium	əˈluːviəm
alluviums	əˈluːviəmz
ally	ˈælaɪ
alma mater	ˌælmə ˈmɑːtə
alma maters	ˌælmə ˈmɑːtəz
almanac	ˈɔːlmənæk
almanacs	ˈɔːlmənæks
almond	ˈɑːmənd
almonds	ˈɑːməndz
almoner	ˈɑːmənə
almoners	ˈɑːmənəz
alms	ɑːmz
aloe	ˈæləʊ
Aloe Vera	ˌæləʊ ˈvɪərə
aloes	ˈæləʊz
aloofness	əˈluːfnəs
alopecia	ˌæləˈpiːʃə
alpaca	ælˈpækə
alpacas	ælˈpækəz
alpenhorn	ˈælpənhɔːn
alpenhorns	ˈælpənhɔːnz
alpha	ˈælfə
alphabet	ˈælfəbet
alphabets	ˈælfəbets
alphas	ˈælfəz
alphorn	ˈælphɔːn
alphorns	ˈælphɔːnz
alpine	ˈælpaɪn
alpines	ˈælpaɪnz
alpinism	ˈælpɪnɪzəm
alpinist	ˈælpɪnɪst
alpinists	ˈælpɪnɪsts
altar	ˈɔːltə
altarpiece	ˈɔːltəpiːs
altarpieces	ˈɔːltəpiːsɪz
altars	ˈɔːltəz
alter ego	ˌɔːltər ˈiːɡəʊ
alter egos	ˌɔːltər ˈiːɡəʊz
alteration	ˌɔːltəˈreɪʃn
alterations	ˌɔːltəˈreɪʃnz
altercation	ˌɔːltəˈkeɪʃn
altercations	ˌɔːltəˈkeɪʃnz
alternate	ˈɔːltɜːnət
alternates	ˈɔːltɜːnəts
alternation	ˌɔːltəˈneɪʃn
alternations	ˌɔːltəˈneɪʃnz
alternative	ɔːlˈtɜːnətɪv
Alternative Vote	ɔːlˌtɜːnətɪv ˈvəʊt
alternatives	ɔːlˈtɜːnətɪvz
alternator	ˈɔːltəneɪtə
alternators	ˈɔːltəneɪtəz
altimeter	ˈæltɪmiːtə
altimeters	ˈæltɪmiːtəz
altitude	ˈæltɪtjuːd
altitudes	ˈæltɪtjuːdz
alto	ˈæltəʊ
altocumuli	ˌæltəʊˈkjuːmjʊlaɪ
altocumulus	ˌæltəʊˈkjuːmjʊləs
altogether	ˌɔːltəˈɡeðə
altos	ˈæltəʊz
altostrati	ˌæltəʊˈstrɑːtaɪ
altostratus	ˌæltəʊˈstrɑːtəs
altruism	ˈæltruɪzəm
alum	ˈæləm
alumina	əˈluːmɪnə
aluminium	æləˈmɪniəm
alumna	əˈlʌmnə
alumni	əˈlʌmnaɪ
alumnus	əˈlʌmnəs
alums	ˈæləmz
alveolar	ˌælviˈəʊlə
alveoli	ælˈviːəlaɪ
alveolus	ˌælviˈəʊləs
alyssum	ˈælɪsəm
alyssums	ˈælɪsəmz
am	ˌeɪ ˈem
amah	ˈɑːmə
amahs	ˈɑːməz
amalgam	əˈmælɡəm
amalgamation	əˌmælɡəˈmeɪʃn
amalgamations	əˌmælɡəˈmeɪʃnz
amalgams	əˈmælɡəmz
amanuensis	əˌmænjuˈensɪs
amaryllis	ˌæməˈrɪlɪs
amaryllises	ˌæməˈrɪlɪsɪz
amateur	ˈæmətə
amateurism	ˈæmətərɪzəm
amateurs	ˈæmətəz
amazement	əˈmeɪzmənt
amazon	ˈæməzən
amazons	ˈæməzənz
ambassador	æmˈbæsədə
ambassadors	æmˈbæsədəz
ambassadress	æmˈbæsədres
ambassadresses	æmˈbæsədresɪz
amber	ˈæmbə
ambergris	ˈæmbəɡriːs
ambergrises	ˈæmbəɡriːsɪz
ambers	ˈæmbəz
ambience	ˈæmbiəns
ambiguities	ˌæmbɪˈɡjuːətiz
ambiguity	ˌæmbɪˈɡjuːəti
ambit	ˈæmbɪt
ambition	æmˈbɪʃn
ambitions	æmˈbɪʃnz
ambits	ˈæmbɪts
ambivalence	æmˈbɪvələns
ambivalences	æmˈbɪvələnsɪz
ambrosia	æmˈbrəʊziə
ambulance	ˈæmbjələns
ambulances	ˈæmbjələnsɪz
ambush	ˈæmbʊʃ
ambushes	ˈæmbʊʃɪz
amelioration	əˌmiːliəˈreɪʃn
ameliorations	əˌmiːliəˈreɪʃnz
amendment	əˈmendmənt
amendments	əˈmendmənts
amends	əˈmendz
amenities	əˈmiːnətiz
amenity	əˈmiːnəti
amenorrhoea	əˌmenəˈriːə
Amerasian	ˌæməˈreɪʒn
Amerasians	ˌæməˈreɪʒnz
American	əˈmerɪkən
Americana	əˌmerɪˈkɑːnə
Americanism	əˈmerɪkənɪzəm
Americanisms	əˈmerɪkənɪzəmz
americanization	əˌmerəkənaɪˈzeɪʃn
Americans	əˈmerɪkənz
americium	ˌæməˈrɪsiəm
Amerindian	ˌæməˈrɪndiən
Amerindians	ˌæməˈrɪndiənz
amethyst	ˈæməθɪst
amethysts	ˈæməθɪsts
amiability	ˌeɪmiəˈbɪləti
amities	ˈæmətiz
amity	ˈæməti
ammeter	ˈæmiːtə
ammeters	ˈæmiːtəz
ammo	ˈæməʊ
ammonia	əˈməʊniə
ammonite	ˈæmənaɪt
ammonites	ˈæmənaɪts
ammonium	əˈməʊniəm
ammunition	ˌæmjuˈnɪʃn
ammunitions	ˌæmjuˈnɪʃnz
amnesia	æmˈniːziə
amnesiac	æmˈniːziæk
amnesiacs	æmˈniːziæks
amnesties	ˈæmnəstiz
amnesty	ˈæmnəsti
amniocentesis	ˌæmniəʊsenˈtiːsɪs
amniotic fluid	ˌæmniɒtɪk ˈfluːɪd
amoeba	əˈmiːbə
amoebae	əˈmiːbiː
amoebas	əˈmiːbəz
amorality	ˌeɪməˈræləti
amortization	əˌmɔːtaɪˈzeɪʃn
amortizations	əˌmɔːtaɪˈzeɪʃnz
amount	əˈmaʊnt
amounts	əˈmaʊnts
amour	əˈmʊə
amours	əˈmʊəz
amp	æmp
amperage	ˈæmpərɪdʒ
amperages	ˈæmpərɪdʒɪz
ampersand	ˈæmpəsænd
ampersands	ˈæmpəsændz
amphetamine	æmˈfetəmiːn
amphetamines	æmˈfetəmiːnz
amphibian	æmˈfɪbiən
amphibians	æmˈfɪbiənz
amphitheatre	ˈæmfɪθɪətə
amphitheatres	ˈæmfɪθɪətəz
amphora	ˈæmfərə
Ampicillin	ˌæmpɪˈsɪlɪn
amplification	ˌæmplɪfɪˈkeɪʃn
amplifications	ˌæmplɪfɪˈkeɪʃnz
amplifier	ˈæmplɪfaɪə
amplifiers	ˈæmplɪfaɪəz
amplitude	ˈæmplɪtjuːd
amplitudes	ˈæmplɪtjuːdz
ampoule	ˈæmpuːl
ampoules	ˈæmpuːlz
amps	æmps
amputation	ˌæmpjuˈteɪʃn
amputations	ˌæmpjuˈteɪʃnz
amputee	ˌæmpjuˈtiː
amputees	ˌæmpjuˈtiːz
amulet	ˈæmjʊlət
amulets	ˈæmjʊləts
amusement	əˈmjuːzmənt
amusements	əˈmjuːzmənts
amygdala	əˈmɪɡdələ
amyl nitrite	ˌæmɪl ˈnaɪtraɪt
amylase	ˈæmɪleɪz
amylases	ˈæmɪleɪzɪz
anabolic steroid	ˌænəbɒlɪk ˈsterɔɪd
anabolic steroids	ˌænəbɒlɪk ˈsterɔɪdz
anachronism	əˈnækrənɪzəm
anachronisms	əˈnækrənɪzəmz
anaconda	ˌænəˈkɒndə
anacondas	ˌænəˈkɒndəz
anaemia	əˈniːmiə
anaesthesia	ˌænəsˈθiːziə
anaesthesias	ˌænəsˈθiːziəz
anaesthesiologist	ˌænəsˌθiːziˈɒlədʒɪst
anaesthesiologists	ˌænəsˌθiːziˈɒlədʒɪsts
anaesthetic	ˌænəsˈθetɪk
anaesthetics	ˌænəsˈθetɪks
anaesthetist	əˈniːsθətɪst
anaesthetists	əˈniːsθətɪsts
anagram	ˈænəɡræm
anagrams	ˈænəɡræmz
analgesia	ˌænəlˈdʒiːziə
analgesic	ˌænəlˈdʒiːzɪk
analgesics	ˌænəlˈdʒiːzɪks
analogies	əˈnælədʒiz
analogue	ˈænəlɒɡ
analogues	ˈænəlɒɡz
analogy	əˈnælədʒi
analysand	əˈnælɪzænd
analysands	əˈnælɪzændz
analysis	əˈnæləsɪs
analyst	ˈænəlɪst
analysts	ˈænəlɪsts
analytics	ˌænəˈlɪtɪks
anapaest	ˈænəpiːst
anapaests	ˈænəpiːsts
anapest	ˈænəpest
anapests	ˈænəpests
anaphora	əˈnæfərə
anaphoras	əˈnæfərəz
anaphylaxis	ˌænəfɪˈlæksɪs
anarchies	ˈænəkiz
anarchism	ˈænəkɪzəm
anarchisms	ˈænəkɪzəmz
anarchist	ˈænəkɪst
anarchists	ˈænəkɪsts
anarchy	ˈænəki
anathema	əˈnæθəmə
anathemas	əˈnæθəməz
anatomies	əˈnætəmiz
anatomist	əˈnætəmɪst
anatomists	əˈnætəmɪsts
anatomy	əˈnætəmi
ancestor	ˈænsestə
ancestors	ˈænsestəz
ancestries	ˈænsestriz
ancestry	ˈænsestri
anchor	ˈæŋkə
anchorage	ˈæŋkərɪdʒ
anchorages	ˈæŋkərɪdʒɪz
anchoress	ˈæŋkəres
anchoresses	ˈæŋkəresɪz
anchorite	ˈæŋkəraɪt
anchorites	ˈæŋkəraɪts
anchorman	ˈæŋkəmæn
anchors	ˈæŋkəz
anchorwoman	ˈæŋkəwʊmən
anchovies	ˈæntʃəviz
anchovy	ˈæntʃəvi
andante	ænˈdænteɪ
andantes	ænˈdænteɪz
Andorra	ænˈdɔːrə
androgen	ˈændrədʒən
androgens	ˈændrədʒənz
android	ˈændrɔɪd
androids	ˈændrɔɪdz
anecdote	ˈænɪkdəʊt
anecdotes	ˈænɪkdəʊts
anemometer	ˌænɪˈmɒmɪtə
anemometers	ˌænɪˈmɒmɪtəz
anemone	əˈneməni
anemones	əˈneməniz
aneroid	ˈænərɔɪd
aneroids	ˈænərɔɪdz
anesthesia	ˌænəsˈθiːʒə
anesthesias	ˌænəsˈθiːʒəz
aneurysm	ˈænjərɪzəm
aneurysms	ˈænjərɪzəmz
angel	ˈeɪndʒl
Angeleno	ˌændʒəˈliːnəʊ
Angelenos	ˌændʒəˈliːnəʊz
angelica	ænˈdʒelɪkə
angelicas	ænˈdʒelɪkəz
angels	ˈeɪndʒlz
angelus	ˈændʒələs
angeluses	ˈændʒələsɪz
anger	ˈæŋɡə
angers	ˈæŋɡəz
angina	ænˈdʒaɪnə
angina pectoris	ænˌdʒaɪnə ˈpektərɪs
angioplasty	ˈændʒiəʊplæsti
angle	ˈæŋɡl
angler	ˈæŋɡlə
anglers	ˈæŋɡləz
angles	ˈæŋɡlz
Anglican	ˈæŋɡlɪkən
Anglicans	ˈæŋɡlɪkənz
anglicism	ˈæŋɡlɪsɪzəm
anglicisms	ˈæŋɡlɪsɪzəmz
angling	ˈæŋɡlɪŋ
anglings	ˈæŋɡlɪŋz
Anglo	ˈæŋɡləʊ
Anglo-Indian	ˌæŋɡləʊ ˈɪndiən
anglomania	ˌæŋɡləʊˈmeɪniə
anglophile	ˈæŋɡləʊfaɪl
anglophiles	ˈæŋɡləʊfaɪlz
anglophobe	ˈæŋɡləʊfəʊb
anglophobes	ˈæŋɡləʊfəʊbz
anglophobia	ˌæŋɡləʊˈfəʊbiə
anglophone	ˈæŋɡləʊfəʊn
anglophones	ˈæŋɡləʊfəʊnz
Anglos	ˈæŋɡləʊz
Angola	æŋˈɡəʊlə
angora	æŋˈɡɔːrə
angoras	æŋˈɡɔːrəz
angst	æŋst
angsts	æŋsts
anguish	ˈæŋɡwɪʃ
anguishes	ˈæŋɡwɪʃɪz
animal	ˈænɪml
animals	ˈænɪmlz
animation	ˌænɪˈmeɪʃn
animations	ˌænɪˈmeɪʃnz
animator	ˈænɪmeɪtə
animators	ˈænɪmeɪtəz
animatronics	ˌænɪməˈtrɒnɪks
anime	ˈænɪmə
animes	ˈænɪməz
animism	ˈænɪmɪzəm
animist	ˈænɪmɪst
animists	ˈænɪmɪsts
animosities	ˌænɪˈmɒsətiz
animosity	ˌænɪˈmɒsəti
animus	ˈænɪməs
animuses	ˈænɪməsɪz
anion	ˈænaɪən
anions	ˈænaɪənz
anise	ˈænɪs
aniseed	ˈænəsiːd
aniseeds	ˈænəsiːdz
anises	ˈænɪsɪz
ankh	æŋk
ankhs	æŋks
ankle	ˈæŋkl
ankles	ˈæŋklz
anklet	ˈæŋklət
anklets	ˈæŋkləts
ankylosaur	ˈæŋkɪləsɔː
ankylosaurs	ˈæŋkɪləsɔːz
ankylosis	ˌæŋkɪˈləʊsɪs
anna	ˈʌnə
annalist	ˈænəlɪst
annalists	ˈænəlɪsts
annals	ˈænlz
annas	ˈʌnəz
annexation	ˌænekˈseɪʃn
annexations	ˌænekˈseɪʃnz
annexe	ˈæneks
annexes	ˈæneksɪz
annihilation	əˌnaɪəˈleɪʃn
annihilations	əˌnaɪəˈleɪʃnz
anniversaries	ˌænɪˈvɜːsəriz
anniversary	ˌænɪˈvɜːsəri
annotation	ˌænəˈteɪʃn
annotations	ˌænəˈteɪʃnz
announcement	əˈnaʊnsmənt
announcements	əˈnaʊnsmənts
announcer	əˈnaʊnsə
announcers	əˈnaʊnsəz
annoyance	əˈnɔɪəns
annoyances	əˈnɔɪənsɪz
annual	ˈænjuəl
annuals	ˈænjuəlz
annuities	əˈnjuːətiz
annuity	əˈnjuːəti
annulment	əˈnʌlmənt
annulments	əˈnʌlmənts
annunciator	əˈnʌnsieɪtə
annunciators	əˈnʌnsieɪtəz
anode	ˈænəʊd
anodes	ˈænəʊdz
anomalies	əˈnɒməliz
anomaly	əˈnɒməli
anomie	ˈænəmi
anonymity	ˌænəˈnɪməti
anorak	ˈænəræk
anoraks	ˈænəræks
anorexia	ˌænəˈreksiə
anorexia nervosa	ˌænəˌreksiə nɜːˈvəʊsə
anorexic	ˌænəˈreksɪk
anorexics	ˌænəˈreksɪks
answer	ˈɑːnsə
answerphone	ˈɑːnsəfəʊn
answerphones	ˈɑːnsəfəʊnz
answers	ˈɑːnsəz
ant	ænt
antacid	æntˈæsɪd
antacids	æntˈæsɪdz
antagonism	ænˈtæɡənɪzəm
antagonist	ænˈtæɡənɪst
antagonists	ænˈtæɡənɪsts
Antarctica	ænˈtɑːktɪkə
ante	ˈænti
antecedent	ˌæntɪˈsiːdnt
antecedents	ˌæntɪˈsiːdnts
antechamber	ˈæntitʃeɪmbə
antechambers	ˈæntitʃeɪmbəz
antelope	ˈæntɪləʊp
antelopes	ˈæntɪləʊps
antenna	ænˈtenə
anteroom	ˈæntirʊm
anterooms	ˈæntirʊmz
antes	ˈæntiz
anthem	ˈænθəm
anthems	ˈænθəmz
anther	ˈænθə
anthers	ˈænθəz
anthologies	ænˈθɒlədʒiz
anthology	ænˈθɒlədʒi
anthracite	ˈænθrəsaɪt
anthrax	ˈænθræks
anthraxes	ˈænθræksɪz
anthropoid	ˈænθrəpɔɪd
anthropologist	ˌænθrəˈpɒlədʒɪst
anthropologists	ˌænθrəˈpɒlədʒɪsts
anthropology	ˌænθrəˈpɒlədʒi
anthropomorphism	ˌænθrəpəˈmɔːfɪzəm
anthroposophy	ˌænθrəˈpɒsəfi
anthurium	ænˈθjʊəriəm
anthuriums	ænˈθjʊəriəmz
anti-Semite	ˌænti ˈsiːmaɪt
anti-Semitism	ˌænti ˈsemətɪzəm
antibiotic	ˌæntibaɪˈɒtɪk
antibiotics	ˌæntibaɪˈɒtɪks
antibodies	ˈæntibɒdiz
antibody	ˈæntibɒdi
Antichrist	ˈæntikraɪst
anticipation	ænˌtɪsɪˈpeɪʃn
anticipations	ænˌtɪsɪˈpeɪʃnz
anticlericalism	ˌæntiˈklerɪklɪzəm
anticlimax	ˌæntiˈklaɪmæks
anticlimaxes	ˌæntiˈklaɪmæksɪz
anticline	ˈæntiklaɪn
anticlines	ˈæntiklaɪnz
anticoagulant	ˌæntikəʊˈæɡjələnt
anticoagulants	ˌæntikəʊˈæɡjələnts
anticonvulsant	ˌæntikənˈvʌlsənt
anticonvulsants	ˌæntikənˈvʌlsənts
antics	ˈæntɪks
anticyclone	ˌæntiˈsaɪkləʊn
anticyclones	ˌæntiˈsaɪkləʊnz
antidepressant	ˌæntidɪˈpresnt
antidepressants	ˌæntidɪˈpresnts
antidote	ˈæntidəʊt
antidotes	ˈæntidəʊts
antifreeze	ˈæntifriːz
antigen	ˈæntɪdʒən
antigens	ˈæntɪdʒənz
antihistamine	ˌæntiˈhɪstəmiːn
antihistamines	ˌæntiˈhɪstəmiːnz
antilog	ˈæntilɒɡ
antilogarithm	ˌæntiˈlɒɡərɪðəm
antilogarithms	ˌæntiˈlɒɡərɪðəmz
antilogs	ˈæntilɒɡz
antimonies	ˈæntɪməniz
antimony	ˈæntɪməni
antioxidant	ˌæntiˈɒksɪdənt
antioxidants	ˌæntiˈɒksɪdənts
antiparticle	ˈæntipɑːtɪkl
antiparticles	ˈæntipɑːtɪklz
antipasto	ˌæntiˈpæstəʊ
antipathies	ænˈtɪpəθiz
antipathy	ænˈtɪpəθi
antiperspirant	ˌæntiˈpɜːspərənt
antiperspirants	ˌæntiˈpɜːspərənts
antiproton	ˈæntiprəʊtɒn
antiprotons	ˈæntiprəʊtɒnz
antipyretic	ˌæntipaɪˈretɪk
antipyretics	ˌæntipaɪˈretɪks
antiquarian	ˌæntɪˈkweəriən
antiquarians	ˌæntɪˈkweəriənz
antiquark	ˈæntikwɑːk
antiquarks	ˈæntikwɑːks
antique	ænˈtiːk
antiques	ænˈtiːks
antiquities	ænˈtɪkwətiz
antiquity	ænˈtɪkwəti
antirrhinum	ˌæntɪˈraɪnəm
antirrhinums	ˌæntɪˈraɪnəmz
antiseptic	ˌæntiˈseptɪk
antiseptics	ˌæntiˈseptɪks
antitheses	ænˈtɪθəsiːz
antithesis	ænˈtɪθəsɪs
antler	ˈæntlə
antlers	ˈæntləz
antonym	ˈæntənɪm
antonyms	ˈæntənɪmz
ants	ænts
anus	ˈeɪnəs
anuses	ˈeɪnəsɪz
anvil	ˈænvɪl
anvils	ˈænvɪlz
anxieties	æŋˈzaɪətiz
anxiety	æŋˈzaɪəti
aorta	eɪˈɔːtə
aortas	eɪˈɔːtəz
apache	əˈpætʃi
apaches	əˈpætʃiz
apartheid	əˈpɑːtaɪt
apartment	əˈpɑːtmənt
apartments	əˈpɑːtmənts
apathy	ˈæpəθi
Apatosaurus	əˌpætəˈsɔːrəs
ape	eɪp
apeman	ˈeɪpmæn
aperitif	əˌperəˈtiːf
aperitifs	əˌperəˈtiːfs
aperture	ˈæpətʃə
apertures	ˈæpətʃəz
apes	eɪps
apex	ˈeɪpeks
apexes	ˈeɪpeksɪz
aphasia	əˈfeɪziə
aphid	ˈeɪfɪd
aphids	ˈeɪfɪdz
aphorism	ˈæfərɪzəm
aphorisms	ˈæfərɪzəmz
aphrodisiac	ˌæfrəˈdɪziæk
aphrodisiacs	ˌæfrəˈdɪziæks
apiaries	ˈeɪpiəriz
apiary	ˈeɪpiəri
apiculture	ˈeɪpɪkʌltʃə
apiculturist	ˌeɪpɪˈkʌltʃərɪst
apiculturists	ˌeɪpɪˈkʌltʃərɪsts
Apis	ˌeɪ piː ˈaɪz
aplomb	əˈplɒm
apnoea	æpˈniːə
apnoeas	æpˈniːəz
apocalypse	əˈpɒkəlɪps
apocalypses	əˈpɒkəlɪpsɪz
apocope	əˈpɒkəpi
apocrypha	əˈpɒkrɪfə
apogee	ˈæpədʒiː
apogees	ˈæpədʒiːz
apologia	ˌæpəˈləʊdʒiə
apologias	ˌæpəˈləʊdʒiəz
apologies	əˈpɒlədʒiz
apologist	əˈpɒlədʒɪst
apologists	əˈpɒlədʒɪsts
apology	əˈpɒlədʒi
apoplexy	ˈæpəpleksi
aporia	əˈpɔːriə
apostasies	əˈpɒstəsiz
apostasy	əˈpɒstəsi
apostate	əˈpɒsteɪt
apostates	əˈpɒsteɪts
apostle	əˈpɒsl
apostles	əˈpɒslz
apostrophe	əˈpɒstrəfi
apostrophes	əˈpɒstrəfiz
apothecaries	əˈpɒθəkəriz
apothecary	əˈpɒθəkəri
apotheoses	əˌpɒθiˈəʊsiːz
apotheosis	əˌpɒθiˈəʊsɪs
apotheosises	əˌpɒθiˈəʊsɪsɪz
apparat	ˌæpəˈrɑːt
apparatchik	ˌæpəˈrɑːtʃɪk
apparatchiks	ˌæpəˈrɑːtʃɪks
apparatus	ˌæpəˈreɪtəs
apparatuses	ˌæpəˈreɪtəsɪz
apparel	əˈpærəl
apparels	əˈpærəlz
apparition	ˌæpəˈrɪʃn
apparitions	ˌæpəˈrɪʃnz
appeal	əˈpiːl
appeal court	əˈpiːlz kɔːt
appeal courts	əˈpiːlz kɔːts
appeals	əˈpiːlz
appearance	əˈpɪərəns
appearances	əˈpɪərənsɪz
appeasement	əˈpiːzmənt
appellant	əˈpelənt
appellants	əˈpelənts
appellation	ˌæpəˈleɪʃn
appellations	ˌæpəˈleɪʃnz
appellative	əˈpelətɪv
appendage	əˈpendɪdʒ
appendages	əˈpendɪdʒɪz
appendectomies	ˌæpenˈdektəmiz
appendectomy	ˌæpenˈdektəmi
appendices	əˈpendɪsiːz
appendicitis	əˌpendəˈsaɪtɪs
appendix	əˈpendɪks
appendixes	əˈpendɪksɪz
appetite	ˈæpɪtaɪt
appetites	ˈæpɪtaɪts
appetizer	ˈæpɪtaɪzə
appetizers	ˈæpɪtaɪzəz
applause	əˈplɔːz
apple	ˈæpl
apples	ˈæplz
applet	ˈæplət
applets	ˈæpləts
appliance	əˈplaɪəns
appliances	əˈplaɪənsɪz
applicabilities	əˌplɪkəˈbɪlətiz
applicability	əˌplɪkəˈbɪləti
applicant	ˈæplɪkənt
applicants	ˈæplɪkənts
application	ˌæplɪˈkeɪʃn
applications	ˌæplɪˈkeɪʃnz
applicator	ˈæplɪkeɪtə
applicators	ˈæplɪkeɪtəz
appliqué	əˈpliːkeɪ
appliqués	əˈpliːkeɪz
appointee	əˌpɔɪnˈtiː
appointees	əˌpɔɪnˈtiːz
appointment	əˈpɔɪntmənt
appointments	əˈpɔɪntmənts
apportionment	əˈpɔːʃnmənt
apportionments	əˈpɔːʃnmənts
apposition	ˌæpəˈzɪʃn
appositions	ˌæpəˈzɪʃnz
appraisal	əˈpreɪzl
appraisals	əˈpreɪzlz
appraiser	əˈpreɪzə
appraisers	əˈpreɪzəz
appreciation	əˌpriːʃiˈeɪʃn
appreciations	əˌpriːʃiˈeɪʃnz
apprehension	ˌæprɪˈhenʃn
apprehensions	ˌæprɪˈhenʃnz
apprentice	əˈprentɪs
apprentices	əˈprentɪsɪz
apprenticeship	əˈprentɪʃɪp
apprenticeships	əˈprentɪʃɪps
appro	ˈæprəʊ
approach	əˈprəʊtʃ
approaches	əˈprəʊtʃɪz
approbation	ˌæprəˈbeɪʃn
approbations	ˌæprəˈbeɪʃnz
appropriateness	əˈprəʊpriətnəs
appropriation	əˌprəʊpriˈeɪʃn
appropriations	əˌprəʊpriˈeɪʃnz
approval	əˈpruːvl
approvals	əˈpruːvlz
approximation	əˌprɒksɪˈmeɪʃn
approximations	əˌprɒksɪˈmeɪʃnz
appurtenance	əˈpɜːtɪnəns
appurtenances	əˈpɜːtɪnənsɪz
après-ski	ˌæpreɪ ˈskiː
apricot	ˈeɪprɪkɒt
apricots	ˈeɪprɪkɒts
apron	ˈeɪprən
aprons	ˈeɪprənz
apse	æps
apses	ˈæpsɪz
aptitude	ˈæptɪtjuːd
aptitudes	ˈæptɪtjuːdz
aptness	ˈæptnəs
aqua	ˈækwə
aquaculture	ˈækwəkʌltʃə
aqualung	ˈækwəlʌŋ
aqualungs	ˈækwəlʌŋz
aquamarine	ˌækwəməˈriːn
aquamarines	ˌækwəməˈriːnz
aquaplane	ˈækwəpleɪn
aquaplanes	ˈækwəpleɪnz
aquaplaning	ˈækwəpleɪnɪŋ
aquaria	əˈkweəriə
aquarian	əˈkweəriən
aquarians	əˈkweəriənz
aquarium	əˈkweəriəm
aquariums	əˈkweəriəmz
aquarobics	ˌækwəˈrəʊbɪks
aquatics	əˈkwætɪks
aquatint	ˈækwətɪnt
aquatints	ˈækwətɪnts
aqueduct	ˈækwɪdʌkt
aqueducts	ˈækwɪdʌkts
aquifer	ˈækwɪfə
aquifers	ˈækwɪfəz
Arab	ˈærəb
arabesque	ˌærəˈbesk
arabesques	ˌærəˈbesks
Arabic	ˈærəbɪk
arabica	əˈræbɪkə
Arabs	ˈærəbz
arachnid	əˈræknɪd
arachnids	əˈræknɪdz
arachnophobia	əˌræknəˈfəʊbiə
Aramaic	ˌærəˈmeɪɪk
arbiter	ˈɑːbɪtə
arbiters	ˈɑːbɪtəz
arbitrage	ˈɑːbɪtrɑːʒ
arbitrager	ˈɑːbɪtrɪdʒə
arbitragers	ˈɑːbɪtrɪdʒəz
arbitrages	ˈɑːbɪtrɑːʒɪz
arbitrageur	ˌɑːbɪtrɑːˈʒɜː
arbitrageurs	ˌɑːbɪtrɑːˈʒɜːz
arbitrariness	ˈɑːbɪtrərinəs
arbitration	ˌɑːbɪˈtreɪʃn
arbitrations	ˌɑːbɪˈtreɪʃnz
arbitrator	ˈɑːbɪtreɪtə
arbitrators	ˈɑːbɪtreɪtəz
arboreta	ˌɑːbəˈriːtə
arboretum	ˌɑːbəˈriːtəm
arboretums	ˌɑːbəˈriːtəmz
arboriculture	ˈɑːbərɪkʌltʃə
arboriculturist	ˌɑːbərɪˈkʌltʃərɪst
arborist	ˈɑːbərɪst
arborists	ˈɑːbərɪsts
arbour	ˈɑːbə
arbours	ˈɑːbəz
arbutus	ɑːˈbjuːtəs
arbutuses	ɑːˈbjuːtəsɪz
arc	ɑːk
arcade	ɑːˈkeɪd
arcades	ɑːˈkeɪdz
Arcadia	ɑːˈkeɪdiə
arcana	ɑːˈkeɪnə
arch	ɑːtʃ
archaeologist	ˌɑːkiˈɒlədʒɪst
archaeologists	ˌɑːkiˈɒlədʒɪsts
archaeology	ˌɑːkiˈɒlədʒi
archaeopteryx	ˌɑːkiˈɒpterɪks
archaeopteryxes	ˌɑːkiˈɒpterɪksɪz
archaism	ˈɑːkeɪɪzəm
archaisms	ˈɑːkeɪɪzəmz
archangel	ˈɑːkeɪndʒl
archangels	ˈɑːkeɪndʒlz
archbishop	ˌɑːtʃˈbɪʃəp
archbishopric	ˌɑːtʃˈbɪʃəprɪk
archbishoprics	ˌɑːtʃˈbɪʃəprɪks
archbishops	ˌɑːtʃˈbɪʃəps
archdeacon	ˌɑːtʃˈdiːkən
