abase	əˈbeɪs
alum	ˈæləm
alveolar	ælˈviːələ(r)
altercation	ˌɔːltəˈkeɪʃn
am	ˌeɪ ˈem
amah	ˈɑːmə
alumnus	əˈlʌmnəs
alumni	əˈlʌmnaɪ
alveolus	ælˈviːələs
alveoli	ælˈviːəlaɪ
alveoli	ælˈviːəliː
amalgam	əˈmælɡəm
alyssum	ˈælɪsəm
amaretti	ˌæməˈreti
amalgamate	əˈmælɡəmeɪt
amalgamation	əˌmælɡəˈmeɪʃn
amaryllis	ˌæməˈrɪlɪs
amanuensis	əˌmænjuˈensɪs
amanuenses	əˌmænjuˈensiːz
amass	əˈmæs
alumna	əˈlʌmnə
alumnae	əˈlʌmniː
amateurish	ˈæmətərɪʃ
amateur	ˈæmətə(r)
amateurism	ˈæmətərɪzəm
amateurism	ˈæmətʃərɪzəm
amatory	ˈæmətəri
amazed	əˈmeɪzd
always	ˈɔːlweɪz
amazing	əˈmeɪzɪŋ
amazingly	əˈmeɪzɪŋli
amaze	əˈmeɪz
ambassador	æmˈbæsədə(r)
ambassadorial	æmˌbæsəˈdɔːriəl
amber	ˈæmbə(r)
ambergris	ˈæmbəɡriːs
amazon	ˈæməzən
ambassadress	æmˈbæsədres
amazement	əˈmeɪzmənt
ambidextrous	ˌæmbiˈdekstrəs
ambience	ˈæmbiəns
ambient	ˈæmbiənt
ambition	æmˈbɪʃn
ambitious	æmˈbɪʃəs
ambitiously	æmˈbɪʃəsli
ambiguity	ˌæmbɪˈɡjuːəti
ambiguous	æmˈbɪɡjuəs
ambiguously	æmˈbɪɡjuəsli
ambit	ˈæmbɪt
ambivalent	æmˈbɪvələnt
ambivalence	æmˈbɪvələns
ambrosia	æmˈbrəʊziə
amble	ˈæmbl
ambulance	ˈæmbjələns
ambush	ˈæmbʊʃ
ambulant	ˈæmbjələnt
ambulatory	ˈæmbjələtəri
amen	ɑːˈmen
ameliorate	əˈmiːliəreɪt
amelioration	əˌmiːliəˈreɪʃn
amends	əˈmendz
amendment	əˈmendmənt
amenable	əˈmiːnəbl
amenity	əˈmiːnəti
amend	əˈmend
americium	ˌæməˈrɪsiəm
amethyst	ˈæməθɪst
amiable	ˈeɪmiəbl
amiability	ˌeɪmiəˈbɪləti
amicable	ˈæmɪkəbl
amicably	ˈæmɪkəbli
amid	əˈmɪd
amidships	əˈmɪdʃɪps
amiss	əˈmɪs
amity	ˈæməti
ammeter	ˈæmiːtə(r)
ammo	ˈæməʊ
ammonia	əˈməʊniə
amnesia	æmˈniːziə
amnesiac	æmˈniːziæk
amniocentesis	ˌæmniəʊsenˈtiːsɪs
ammonite	ˈæmənaɪt
ammunition	ˌæmjuˈnɪʃn
amnesty	ˈæmnəsti
amoeba	əˈmiːbə
amoebae	əˈmiːbiː
ammonium	əˈməʊniəm
amoebic	əˈmiːbɪk
amok	əˈmɒk
among	əˈmʌŋ
amoral	ˌeɪˈmɒrəl
amorality	ˌeɪməˈræləti
amorphous	əˈmɔːfəs
amperage	ˈæmpərɪdʒ
amorous	ˈæmərəs
amorously	ˈæmərəsli
amp	æmp
amour	əˈmʊə(r)
amount	əˈmaʊnt
amortize	əˈmɔːtaɪz
amortization	əˌmɔːtaɪˈzeɪʃn
ampersand	ˈæmpəsænd
amphetamine	æmˈfetəmiːn
amphibian	æmˈfɪbiən
amphibious	æmˈfɪbiəs
ample	ˈæmpl
amply	ˈæmpli
amphora	ˈæmfərə
amphorae	ˈæmfəriː
amplify	ˈæmplɪfaɪ
amplification	ˌæmplɪfɪˈkeɪʃn
amplifier	ˈæmplɪfaɪə(r)
amplitude	ˈæmplɪtjuːd
amply	ˈæmpli
amputate	ˈæmpjuteɪt
amputation	ˌæmpjuˈteɪʃn
ampoule	ˈæmpuːl
amputee	ˌæmpjuˈtiː
amuse	əˈmjuːz
ampicillin	ˌæmpɪˈsɪlɪn
amulet	ˈæmjʊlət
amusement	əˈmjuːzmənt
amused	əˈmjuːzd
amusing	əˈmjuːzɪŋ
amusingly	əˈmjuːzɪŋli
amygdala	əˈmɪɡdələ
amygdalae	əˈmɪɡdəliː
amylase	ˈæmɪleɪz
an	ən
anaerobic	ˌæneəˈrəʊbɪk
anaesthesia	ˌænəsˈθiːziə
anaemia	əˈniːmiə
anaemic	əˈniːmɪk
anachronism	əˈnækrənɪzəm
anachronistic	əˌnækrəˈnɪstɪk
anagram	ˈænəɡræm
anal	ˈeɪnl
anally	ˈeɪnəli
analgesia	ˌænəlˈdʒiːziə
analgesic	ˌænəlˈdʒiːzɪk
anaconda	ˌænəˈkɒndə
analogue	ˈænəlɒɡ
analogous	əˈnæləɡəs
analogy	əˈnælədʒi
analphabetic	ˌænælfəˈbetɪk
analysand	əˈnælɪzænd
analyst	ˈænəlɪst
analysis	əˈnæləsɪs
analyses	əˈnæləsiːz
anaphora	əˈnæfərə
anaphoric	ˌænəˈfɒrɪk
anaphylaxis	ˌænəfɪˈlæksɪs
anaphylaxes	ˌænəfɪˈlæksiːz
anaphylactic	ˌænəfɪˈlæktɪk
analytic	ˌænəˈlɪtɪk
analytical	ˌænəˈlɪtɪkl
analytically	ˌænəˈlɪtɪkli
anaesthetic	ˌænəsˈθetɪk
analyse	ˈænəlaɪz
anaphor	ˈænəfə(r)
anapaest	ˈænəpiːst
anapestic	ˌænəˈpiːstɪk
anarchist	ˈænəkɪst
anarchistic	ˌænəˈkɪstɪk
anarchism	ˈænəkɪzəm
anatomist	əˈnætəmɪst
anathema	əˈnæθəmə
anatomy	əˈnætəmi
anatomical	ˌænəˈtɒmɪkl
anchor	ˈæŋkə(r)
ancestry	ˈænsestri
ancestor	ˈænsestə(r)
ancestral	ænˈsestrəl
anchorage	ˈæŋkərɪdʒ
anchorman	ˈæŋkəmæn
anchorwoman	ˈæŋkəwʊmən
anchormen	ˈæŋkəmen
anchorwomen	ˈæŋkəwɪmɪn
anchoress	ˈæŋkəres
anchovy	ˈæntʃəvi
anchorite	ˈæŋkəraɪt
ancient	ˈeɪnʃənt
anciently	ˈeɪnʃəntli
anarchy	ˈænəki
anarchic	əˈnɑːkɪk
ancillary	ænˈsɪləri
andante	ænˈdænteɪ
and	ənd
androgen	ˈændrədʒən
androgynous	ænˈdrɒdʒənəs
android	ˈændrɔɪd
anecdote	ˈænɪkdəʊt
anecdotal	ˌænɪkˈdəʊtl
anecdotally	ˌænɪkˈdəʊtəli
anemometer	ˌænɪˈmɒmɪtə(r)
anemone	əˈneməni
anesthesiologist	ˌænəsˌθiːziˈɒlədʒɪst
anesthesia	ˌænəsˈθiːʒə
aneroid	ˈænərɔɪd
anew	əˈnjuː
angel	ˈeɪndʒl
angelfish	ˈeɪndʒlfɪʃ
angelus	ˈændʒələs
aneurysm	ˈænjərɪzəm
angina	ænˈdʒaɪnə
angelic	ænˈdʒelɪk
angelically	ænˈdʒelɪkli
angler	ˈæŋɡlə(r)
anglicism	ˈæŋɡlɪsɪzəm
anglicize	ˈæŋɡlɪsaɪz
angry	ˈæŋɡri
angrily	ˈæŋɡrəli
angstrom	ˈæŋstrəm
angora	æŋˈɡɔːrə
angst	æŋst
angular	ˈæŋɡjələ(r)
anger	ˈæŋɡə(r)
angioplasty	ˈændʒiəʊplæsti
angle	ˈæŋɡl
anglophone	ˈæŋɡləʊfəʊn
angling	ˈæŋɡlɪŋ
anguish	ˈæŋɡwɪʃ
anguished	ˈæŋɡwɪʃd
angelica	ænˈdʒelɪkə
animal	ˈænɪml
animate	ˈænɪmeɪt
animator	ˈænɪmeɪtə(r)
anion	ˈænaɪən
anime	ˈænɪmeɪ
animation	ˌænɪˈmeɪʃn
aniseed	ˈænəsiːd
animism	ˈænɪmɪzəm
animist	ˈænɪmɪst
anise	ˈænɪs
animosity	ˌænɪˈmɒsəti
animated	ˈænɪmeɪtɪd
animatedly	ˈænɪmeɪtɪdli
animato	ˌænɪˈmɑːtəʊ
animus	ˈænɪməs
ankh	æŋk
ankle	ˈæŋkl
ankylosis	ˌæŋkɪˈləʊsɪs
annalist	ˈænəlɪst
anklet	ˈæŋklət
ankylosaur	ˈæŋkɪləsɔː(r)
anna	ˈʌnə
annals	ˈænlz
anneal	əˈniːl
annex	əˈneks
annexation	ˌænekˈseɪʃn
annexe	ˈæneks
annihilate	əˈnaɪəleɪt
annihilation	əˌnaɪəˈleɪʃn
annoy	əˈnɔɪ
announce	əˈnaʊns
annotate	ˈænəteɪt
annotation	ˌænəˈteɪʃn
anniversary	ˌænɪˈvɜːsəri
announcement	əˈnaʊnsmənt
annoying	əˈnɔɪɪŋ
annoyingly	əˈnɔɪɪŋli
announcer	əˈnaʊnsə(r)
annoyance	əˈnɔɪəns
annually	ˈænjuəli
annual	ˈænjuəl
annualized	ˈænjuəlaɪzd
annuity	əˈnjuːəti
annul	əˈnʌl
annulment	əˈnʌlmənt
annoyed	əˈnɔɪd
annular	ˈænjələ(r)
annunciation	əˌnʌnsiˈeɪʃn
annunciator	əˈnʌnsieɪtə(r)
anode	ˈænəʊd
anodize	ˈænədaɪz
anodyne	ˈænədaɪn
anoint	əˈnɔɪnt
anon	əˈnɒn
anonymous	əˈnɒnɪməs
anonymously	əˈnɒnɪməsli
anonymity	ˌænəˈnɪməti
anomaly	əˈnɒməli
anomie	ˈænəmi
anomalous	əˈnɒmələs
anomalously	əˈnɒmələsli
anorak	ˈænəræk
anorexia	ˌænəˈreksiə
anorexic	ˌænəˈreksɪk
another	əˈnʌðə(r)
ant	ænt
antacid	æntˈæsɪd
antagonism	ænˈtæɡənɪzəm
answer	ˈɑːnsə(r)
ante	ˈænti
antarctic	ænˈtɑːktɪk
antagonistic	ænˌtæɡəˈnɪstɪk
antagonistically	ænˌtæɡəˈnɪstɪkli
answerable	ˈɑːnsərəbl
antecedent	ˌæntɪˈsiːdnt
antagonize	ænˈtæɡənaɪz
antedate	ˌæntiˈdeɪt
anteater	ˈæntiːtə(r)
antediluvian	ˌæntidɪˈluːviən
antagonist	ænˈtæɡənɪst
antechamber	ˈæntitʃeɪmbə(r)
antenatal	ˌæntiˈneɪtl
antebellum	ˌæntiˈbeləm
antelope	ˈæntɪləʊp
antepenultimate	ˌæntipenˈʌltɪmət
anterior	ænˈtɪəriə(r)
anteroom	ˈæntiruːm
antenna	ænˈtenə
antennae	ænˈteniː
anthem	ˈænθəm
anthill	ˈænthɪl
anthologize	ænˈθɒlədʒaɪz
anther	ˈænθə(r)
anthology	ænˈθɒlədʒi
anthropoid	ˈænθrəpɔɪd
anthropology	ˌænθrəˈpɒlədʒi
anthropological	ˌænθrəpəˈlɒdʒɪkl
anthrax	ˈænθræks
anti	ˈænti
anthropocentric	ˌænθrəpəˈsentrɪk
anthropocentrism	ˌænθrəpəˈsentrɪzəm
anthroposophy	ˌænθrəˈpɒsəfi
anthroposophical	ˌænθrəpəˈsɒfɪkl
anthurium	ænˈθjʊəriəm
anthracite	ˈænθrəsaɪt
anthropomorphic	ˌænθrəpəˈmɔːfɪk
anthropomorphism	ˌænθrəpəˈmɔːfɪzəm
antibacterial	ˌæntibækˈtɪəriəl
antibiotic	ˌæntibaɪˈɒtɪk
antibody	ˈæntibɒdi
anticipate	ænˈtɪsɪpeɪt
anticipatory	ænˌtɪsɪˈpeɪtəri
anticipation	ænˌtɪsɪˈpeɪʃn
anticlimax	ˌæntiˈklaɪmæks
anticlimactic	ˌæntiklaɪˈmæktɪk
anticlerical	ˌæntiˈklerɪkl
anticlericalism	ˌæntiˈklerɪklɪzəm
anticline	ˈæntiklaɪn
anticlockwise	ˌæntiˈklɒkwaɪz
anticoagulant	ˌæntikəʊˈæɡjələnt
anticonvulsant	ˌæntikənˈvʌlsənt
antidepressant	ˌæntidɪˈpresnt
antics	ˈæntɪks
anticyclone	ˌæntiˈsaɪkləʊn
antidote	ˈæntidəʊt
antifreeze	ˈæntifriːz
antihistamine	ˌæntiˈhɪstəmiːn
antigravity	ˌæntiˈɡrævɪti
antigen	ˈæntɪdʒən
antilogarithm	ˌæntiˈlɒɡərɪðəm
antimatter	ˈæntimætə(r)
antimony	ˈæntɪməni
antioxidant	ˌæntiˈɒksɪdənt
antipathy	ænˈtɪpəθi
antipathetic	ˌæntɪpəˈθetɪk
antiperspirant	ˌæntiˈpɜːspərənt
antiparticle	ˈæntipɑːtɪkl
antipasto	ˌæntiˈpæstəʊ
antipasti	ˌæntiˈpæsti
antipodes	ænˈtɪpədiːz
Antipodean	ˌæntɪpəˈdiːən
antique	ænˈtiːk
antipyretic	ˌæntipaɪˈretɪk
antiproton	ˈæntiprəʊtɒn
antiquated	ˈæntɪkweɪtɪd
antiquity	ænˈtɪkwəti
antiquark	ˈæntikwɑːk
antirrhinum	ˌæntɪˈraɪnəm
antiseptic	ˌæntiˈseptɪk
antisocial	ˌæntiˈsəʊʃl
antithesis	ænˈtɪθəsɪs
antitheses	ænˈtɪθəsiːz
antithetical	ˌæntɪˈθetɪkl
antitrust	ˌæntiˈtrʌst
antiviral	ˌæntiˈvaɪrəl
antivirus	ˈæntivaɪrəs
antler	ˈæntlə(r)
antonym	ˈæntənɪm
antsy	ˈæntsi
any	ˈeni
anus	ˈeɪnəs
anybody	ˈenibɒdi
anything	ˈeniθɪŋ
anyone	ˈeniwʌn
anyplace	ˈenipleɪs
anyhow	ˈenihaʊ
anxious	ˈæŋkʃəs
anxiously	ˈæŋkʃəsli
anyway	ˈeniweɪ
aorta	eɪˈɔːtə
anxiety	æŋˈzaɪəti
anywhere	ˈeniweə(r)
apache	əˈpætʃi
apartment	əˈpɑːtmənt
apartheid	əˈpɑːtaɪt
ape	eɪp
apace	əˈpeɪs
apathy	ˈæpəθi
apart	əˈpɑːt
apatosaurus	əˌpætəˈsɔːrəs
anvil	ˈænvɪl
apex	ˈeɪpeks
aperitif	əˌperəˈtiːf
aperture	ˈæpətʃə(r)
aphasia	əˈfeɪziə
aphorism	ˈæfərɪzəm
aphoristic	ˌæfəˈrɪstɪk
apiary	ˈeɪpiəri
apathetic	ˌæpəˈθetɪk
apathetically	ˌæpəˈθetɪkli
aphrodisiac	ˌæfrəˈdɪziæk
apercu	ˌæpeəˈsjuː
aphid	ˈeɪfɪd
apiculture	ˈeɪpɪkʌltʃə(r)
apicultural	ˌeɪpɪˈkʌltʃərəl
apiece	əˈpiːs
aplenty	əˈplenti
aplomb	əˈplɒm
apocalypse	əˈpɒkəlɪps
apocrypha	əˈpɒkrɪfə
apnoea	æpˈniːə
apocope	əˈpɒkəpi
apocalyptic	əˌpɒkəˈlɪptɪk
apologetic	əˌpɒləˈdʒetɪk
apologetically	əˌpɒləˈdʒetɪkli
apolitical	ˌeɪpəˈlɪtɪkl
apogee	ˈæpədʒiː
apologia	ˌæpəˈləʊdʒiə
apologist	əˈpɒlədʒɪst
apologize	əˈpɒlədʒaɪz
apocryphal	əˈpɒkrɪfl
apology	əˈpɒlədʒi
apoplectic	ˌæpəˈplektɪk
apostle	əˈpɒsl
apostate	əˈpɒsteɪt
apostasy	əˈpɒstəsi
apostolic	ˌæpəˈstɒlɪk
apostrophe	əˈpɒstrəfi
apostrophize	əˈpɒstrəfaɪz
apothecary	əˈpɒθəkəri
apoplexy	ˈæpəpleksi
appal	əˈpɔːl
apotheosis	əˌpɒθiˈəʊsɪs
apotheoses	əˌpɒθiˈəʊsiːz
appalled	əˈpɔːld
apparat	ˌæpəˈrɑːt
apparatchik	ˌæpəˈrɑːtʃɪk
apparatus	ˌæpəˈreɪtəs
apparent	əˈpærənt
apparently	əˈpærəntli
apparel	əˈpærəl
appalling	əˈpɔːlɪŋ
appallingly	əˈpɔːlɪŋli
apparition	ˌæpəˈrɪʃn
appease	əˈpiːz
appeasement	əˈpiːzmənt
appealing	əˈpiːlɪŋ
appealingly	əˈpiːlɪŋli
appearance	əˈpɪərəns
appeal	əˈpiːl
appellative	əˈpelətɪv
appear	əˈpɪə(r)
appellation	ˌæpəˈleɪʃn
appellant	əˈpelənt
append	əˈpend
appendectomy	ˌæpenˈdektəmi
appendicitis	əˌpendəˈsaɪtɪs
appendage	əˈpendɪdʒ
appendix	əˈpendɪks
appendices	əˈpendɪsiːz
appendixes	əˈpendɪksɪz
appetizer	ˈæpɪtaɪzə(r)
applaud	əˈplɔːd
appetite	ˈæpɪtaɪt
appertain	ˌæpəˈteɪn
appetizing	ˈæpɪtaɪzɪŋ
apple	ˈæpl
appliance	əˈplaɪəns
application	ˌæplɪˈkeɪʃn
applicable	əˈplɪkəbl
applicability	əˌplɪkəˈbɪləti
applicability	ˌæplɪkˈbɪləti
applicant	ˈæplɪkənt
applique	əˈpliːkeɪ
appliquéd	əˈpliːkeɪd
applied	əˈplaɪd
appointee	əˌpɔɪnˈtiː
appoint	əˈpɔɪnt
apportion	əˈpɔːʃn
apportionment	əˈpɔːʃnmənt
appointment	əˈpɔɪntmənt
apposite	ˈæpəzɪt
appraisal	əˈpreɪzl
apposition	ˌæpəˈzɪʃn
applause	əˈplɔːz
appraise	əˈpreɪz
apply	əˈplaɪ
appreciate	əˈpriːʃieɪt
appraiser	əˈpreɪzə(r)
appreciation	əˌpriːʃiˈeɪʃn
apprehend	ˌæprɪˈhend
appreciable	əˈpriːʃəbl
appreciably	əˈpriːʃəbli
apprentice	əˈprentɪs
appreciative	əˈpriːʃətɪv
appreciatively	əˈpriːʃətɪvli
apprehensive	ˌæprɪˈhensɪv
apprehensively	ˌæprɪˈhensɪvli
apprehension	ˌæprɪˈhenʃn
approach	əˈprəʊtʃ
apprenticeship	əˈprentɪʃɪp
apprise	əˈpraɪz
approachable	əˈprəʊtʃəbl
approbation	ˌæprəˈbeɪʃn
appropriate	əˈprəʊpriət
appropriately	əˈprəʊpriətli
approval	əˈpruːvl
approving	əˈpruːvɪŋ
approvingly	əˈpruːvɪŋli
appurtenance	əˈpɜːtɪnəns
appropriation	əˌprəʊpriˈeɪʃn
approximately	əˈprɒksɪmətli
apse	æps
approximate	əˈprɒksɪmət
apricot	ˈeɪprɪkɒt
apropos	ˌæprəˈpəʊ
apt	æpt
aptly	ˈæptli
approximation	əˌprɒksɪˈmeɪʃn
approve	əˈpruːv
aqua	ˈækwə
aquaculture	ˈækwəkʌltʃə(r)
aquaplane	ˈækwəpleɪn
aquatic	əˈkwætɪk
aquamarine	ˌækwəməˈriːn
aquarium	əˈkweəriəm
aquaria	əˈkweəriə
aquaplaning	ˈækwəpleɪnɪŋ
aptitude	ˈæptɪtjuːd
aquatint	ˈækwətɪnt
aqueous	ˈeɪkwiəs
aqueduct	ˈækwɪdʌkt
aquifer	ˈækwɪfə(r)
aquiline	ˈækwɪlaɪn
arabica	əˈræbɪkə
arabic	ˈærəbɪk
arable	ˈærəbl
arachnid	əˈræknɪd
arbiter	ˈɑːbɪtə(r)
arabesque	ˌærəˈbesk
arbitrate	ˈɑːbɪtreɪt
arboreal	ɑːˈbɔːriəl
arbitrator	ˈɑːbɪtreɪtə(r)
arbitrage	ˈɑːbɪtrɑːʒ
arbitrageur	ˌɑːbɪtrɑːˈʒɜː(r)
arbitration	ˌɑːbɪˈtreɪʃn
arboriculture	ˈɑːbərɪkʌltʃə(r)
arboricultural	ˌɑːbərɪˈkʌltʃərəl
arborist	ˈɑːbərɪst
arboretum	ˌɑːbəˈriːtəm
arbitrary	ˈɑːbɪtrəri
arbitrarily	ˌɑːbɪˈtrerəli
arbour	ˈɑːbə(r)
arc	ɑːk
arbutus	ɑːˈbjuːtəs
arcade	ɑːˈkeɪd
arcane	ɑːˈkeɪn
arcadia	ɑːˈkeɪdiə
arcadian	ɑːˈkeɪdiən
archaeologist	ˌɑːkiˈɒlədʒɪst
arch	ɑːtʃ
arcana	ɑːˈkeɪnə
archaic	ɑːˈkeɪɪk
archaeopteryx	ˌɑːkiˈɒpterɪks
archaeology	ˌɑːkiˈɒlədʒi
archaeological	ˌɑːkiəˈlɒdʒɪkl
archangel	ˈɑːkeɪndʒl
archbishop	ˌɑːtʃˈbɪʃəp
archaism	ˈɑːkeɪɪzəm
archbishopric	ˌɑːtʃˈbɪʃəprɪk
archdeacon	ˌɑːtʃˈdiːkən
archduchess	ˌɑːtʃˈdʌtʃəs
archdiocese	ˌɑːtʃˈdaɪəsɪs
archduke	ˌɑːtʃˈdjuːk
arched	ɑːtʃt
archer	ˈɑːtʃə(r)
archery	ˈɑːtʃəri
archetype	ˈɑːkitaɪp
archetypal	ˌɑːkiˈtaɪpl
archive	ˈɑːkaɪv
archipelago	ˌɑːkɪˈpeləɡəʊ
architectural	ˌɑːkɪˈtektʃərəl
architecturally	ˌɑːkɪˈtektʃərəli
architectonic	ˌɑːkɪtekˈtɒnɪk
architecture	ˈɑːkɪtektʃə(r)
archivist	ˈɑːkɪvɪst
architect	ˈɑːkɪtekt
architrave	ˈɑːkɪtreɪv
archway	ˈɑːtʃweɪ
arctic	ˈɑːktɪk
ardent	ˈɑːdnt
ardently	ˈɑːdntli
arduous	ˈɑːdjuəs
arduously	ˈɑːdjuəsli
are	ə(r)
ardour	ˈɑːdə(r)
area	ˈeəriə
arete	əˈret
argentine	ˈɑːdʒəntaɪn
argent	ˈɑːdʒənt
arguably	ˈɑːɡjuəbli
argumentation	ˌɑːɡjumənˈteɪʃn
arguable	ˈɑːɡjuəbl
argonauts	ˈɑːɡənɔːts
argue	ˈɑːɡjuː
argumentative	ˌɑːɡjuˈmentətɪv
argument	ˈɑːɡjumənt
argon	ˈɑːɡɒn
argot	ˈɑːɡəʊ
argyle	ɑːˈɡaɪl
aria	ˈɑːriə
arithmetic	əˈrɪθmətɪk
arithmetical	ˌærɪθˈmetɪkl
arithmetically	ˌærɪθˈmetɪkli
aristocrat	ˈærɪstəkræt
ark	ɑːk
aristocratic	ˌærɪstəˈkrætɪk
aright	əˈraɪt
arm	ɑːm
armchair	ˈɑːmtʃeə(r)
aristocracy	ˌærɪˈstɒkrəsi
arid	ˈærɪd
aridity	əˈrɪdəti
armed	ɑːmd
armada	ɑːˈmɑːdə
armament	ˈɑːməmənt
armadillo	ˌɑːməˈdɪləʊ
armful	ˈɑːmfʊl
armistice	ˈɑːmɪstɪs
armlet	ˈɑːmlət
armhole	ˈɑːmhəʊl
armoire	ɑːmˈwɑː(r)
armband	ˈɑːmbænd
armlock	ˈɑːmlɒk
armorial	ɑːˈmɔːriəl
armourer	ˈɑːmərə(r)
armoured	ˈɑːməd
armour	ˈɑːmə(r)
armoury	ˈɑːməri
armrest	ˈɑːmrest
arms	ɑːmz
armpit	ˈɑːmpɪt
army	ˈɑːmi
arnica	ˈɑːnɪkə
aromatherapy	əˌrəʊməˈθerəpi
aromatherapist	əˌrəʊməˈθerəpɪst
aroma	əˈrəʊmə
around	əˈraʊnd
arose	əˈrəʊz
arouse	əˈraʊz
arousal	əˈraʊzl
arpeggio	ɑːˈpedʒiəʊ
aromatic	ˌærəˈmætɪk
arrangement	əˈreɪndʒmənt
arraign	əˈreɪn
arraignment	əˈreɪnmənt
array	əˈreɪ
arrack	ˈærək
arrant	ˈærənt
arranger	əˈreɪndʒə
arrayed	əˈreɪd
arrest	əˈrest
arrange	əˈreɪndʒ
arresting	əˈrestɪŋ
arrival	əˈraɪvl
arrive	əˈraɪv
arrears	əˈrɪəz
arrogate	ˈærəɡeɪt
arriviste	ˌæriːˈviːst
arrogant	ˈærəɡənt
arrogantly	ˈærəɡəntli
arrogance	ˈærəɡəns
arrow	ˈærəʊ
arrowhead	ˈærəʊhed
arrowroot	ˈærəʊruːt
arse	ɑːs
arroyo	əˈrɔɪəʊ
arsenal	ˈɑːsənl
arsenic	ˈɑːsnɪk
art	ɑːt
artefact	ˈɑːtɪfækt
arsonist	ˈɑːsənɪst
arson	ˈɑːsn
arteriole	ɑːˈtɪəriəʊl
arteriosclerosis	ɑːˌtɪəriəʊskləˈrəʊsɪs
artery	ˈɑːtəri
arterial	ɑːˈtɪəriəl
artful	ˈɑːtfl
artfully	ˈɑːtfəli
arthritic	ɑːˈθrɪtɪk
arthritis	ɑːˈθraɪtɪs
arthropod	ˈɑːθrəpɒd
articulate	ɑːˈtɪkjuleɪt
artichoke	ˈɑːtɪtʃəʊk
article	ˈɑːtɪkl
articulation	ɑːˌtɪkjuˈleɪʃn
articulated	ɑːˈtɪkjuleɪtɪd
articled	ˈɑːtɪkld
articulatory	ɑːˈtɪkjuleɪtəri
articulator	ɑːˈtɪkjuleɪtə(r)
artifice	ˈɑːtɪfɪs
artificial	ˌɑːtɪˈfɪʃl
artificiality	ˌɑːtɪˌfɪʃiˈæləti
artillery	ɑːˈtɪləri
artilleryman	ɑːˈtɪlərimən
artillerymen	ɑːˈtɪlərimən
artisan	ˌɑːtɪˈzæn
artistry	ˈɑːtɪstri
artless	ˈɑːtləs
artistic	ɑːˈtɪstɪk
artistically	ɑːˈtɪstɪkli
artsy	ˈɑːtsi
arty	ˈɑːti
arugula	æˈruːɡjʊlə
as	əz
asbestos	æsˈbestəs
artist	ˈɑːtɪst
ascendant	əˈsendənt
ascension	əˈsenʃn
ascent	əˈsent
asbestosis	ˌæsbesˈtəʊsɪs
ascetic	əˈsetɪk
arvo	ˈɑːvəʊ
ascend	əˈsend
ascendancy	əˈsendənsi
ascertain	ˌæsəˈteɪn
ascertainable	ˌæsəˈteɪnəbl
artwork	ˈɑːtwɜːk
aseptic	ˌeɪˈseptɪk
ash	æʃ
ashen	ˈæʃn
ascribe	əˈskraɪb
ascribable	əˈskraɪbəbl
asexual	ˌeɪˈsekʃuəl
asexually	ˌeɪˈsekʃəli
ashamed	əˈʃeɪmd
ashlar	ˈæʃlə(r)
ashore	əˈʃɔː(r)
ashram	ˈæʃrəm
ascot	ˈæskɒt
aside	əˈsaɪd
asinine	ˈæsɪnaɪn
ask	ɑːsk
asleep	əˈsliːp
askance	əˈskæns
aspect	ˈæspekt
aspartame	əˈspɑːteɪm
asparagus	əˈspærəɡəs
aslant	əˈslɑːnt
askew	əˈskjuː
asp	æsp
aspen	ˈæspən
aspergillosis	ˌæspədʒɪˈləʊsɪs
asperity	æˈsperəti
aspersions	əˈspɜːʃnz
asphalt	ˈæsfælt
aspidistra	ˌæspɪˈdɪstrə
aspirant	əˈspaɪərənt
ashtray	ˈæʃtreɪ
aspic	ˈæspɪk
asphyxiate	əsˈfɪksieɪt
asphyxiation	əsˌfɪksiˈeɪʃn
aspirate	ˈæspərət
asphyxia	æsˈfɪksiə
aspiration	ˌæspəˈreɪʃn
aspirational	ˌæspəˈreɪʃənl
aspirator	ˈæspɪreɪtə(r)
aspiring	əˈspaɪərɪŋ
aspire	əˈspaɪə(r)
ass	æs
aspirin	ˈæsprɪn
assail	əˈseɪl
assassin	əˈsæsɪn
assailant	əˈseɪlənt
assassinate	əˈsæsɪneɪt
assassination	əˌsæsɪˈneɪʃn
assault	əˈsɔːlt
assemblage	əˈsemblɪdʒ
assay	əˈseɪ
assent	əˈsent
assembler	əˈsemblə(r)
assemble	əˈsembl
assemblyman	əˈsemblimən
assemblywoman	əˈsembliwʊmən
assemblymen	əˈsemblimən
assemblywomen	əˈsembliwɪmɪn
assembly	əˈsembli
assert	əˈsɜːt
assertion	əˈsɜːʃn
assertive	əˈsɜːtɪv
assertively	əˈsɜːtɪvli
assess	əˈses
assessable	əˈsesəbl
assessment	əˈsesmənt
asset	ˈæset
assiduous	əˈsɪdjuəs
assiduity	ˌæsɪˈdjuːəti
assimilate	əˈsɪməleɪt
assessor	əˈsesə(r)
assegai	ˈæsəɡaɪ
asshole	ˈæshəʊl
assign	əˈsaɪn
assistant	əˈsɪstənt
assistance	əˈsɪstəns
assistantship	əˈsɪstəntʃɪp
assignation	ˌæsɪɡˈneɪʃn
associate	əˈsəʊʃieɪt
assizes	əˈsaɪzɪz
assize	əˈsaɪz
associated	əˈsəʊʃieɪtɪd
association	əˌsəʊʃiˈeɪʃn
associationism	əˌsəʊsiˈeɪʃnɪzəm
